caminho_relativo,split,classe,largura,altura,formato
train/glioma/0610.jpg,train,glioma,512,512,JPEG
train/glioma/0292.jpg,train,glioma,512,512,JPEG
train/glioma/0234.jpg,train,glioma,512,512,JPEG
train/glioma/1438.jpg,train,glioma,512,512,JPEG
train/glioma/0486.jpg,train,glioma,512,512,JPEG
train/glioma/0568.jpg,train,glioma,512,512,JPEG
train/glioma/1326.jpg,train,glioma,512,512,JPEG
train/glioma/0623.jpg,train,glioma,512,512,JPEG
train/glioma/aug_257_1490.jpg,train,glioma,512,512,JPEG
train/glioma/1432.jpg,train,glioma,512,512,JPEG
train/glioma/aug_230_0859.jpg,train,glioma,512,512,JPEG
train/glioma/1542.jpg,train,glioma,512,512,JPEG
train/glioma/0165.jpg,train,glioma,512,512,JPEG
train/glioma/aug_114_0150.jpg,train,glioma,512,512,JPEG
train/glioma/aug_177_1617.jpg,train,glioma,512,512,JPEG
train/glioma/0383.jpg,train,glioma,512,512,JPEG
train/glioma/1031.jpg,train,glioma,512,512,JPEG
train/glioma/0012.jpg,train,glioma,512,512,JPEG
train/glioma/0386.jpg,train,glioma,512,512,JPEG
train/glioma/0589.jpg,train,glioma,512,512,JPEG
train/glioma/1561.jpg,train,glioma,512,512,JPEG
train/glioma/0190.jpg,train,glioma,512,512,JPEG
train/glioma/0406.jpg,train,glioma,512,512,JPEG
train/glioma/0605.jpg,train,glioma,512,512,JPEG
train/glioma/0531.jpg,train,glioma,512,512,JPEG
train/glioma/0716.jpg,train,glioma,512,512,JPEG
train/glioma/1417.jpg,train,glioma,512,512,JPEG
train/glioma/0990.jpg,train,glioma,512,512,JPEG
train/glioma/1427.jpg,train,glioma,512,512,JPEG
train/glioma/0256.jpg,train,glioma,512,512,JPEG
train/glioma/1109.jpg,train,glioma,512,512,JPEG
train/glioma/0820.jpg,train,glioma,512,512,JPEG
train/glioma/1359.jpg,train,glioma,512,512,JPEG
train/glioma/0472.jpg,train,glioma,512,512,JPEG
train/glioma/1184.jpg,train,glioma,512,512,JPEG
train/glioma/aug_16_1034.jpg,train,glioma,512,512,JPEG
train/glioma/0530.jpg,train,glioma,512,512,JPEG
train/glioma/1336.jpg,train,glioma,512,512,JPEG
train/glioma/0599.jpg,train,glioma,512,512,JPEG
train/glioma/0351.jpg,train,glioma,512,512,JPEG
train/glioma/1545.jpg,train,glioma,512,512,JPEG
train/glioma/1059.jpg,train,glioma,512,512,JPEG
train/glioma/0242.jpg,train,glioma,512,512,JPEG
train/glioma/1592.jpg,train,glioma,512,512,JPEG
train/glioma/0761.jpg,train,glioma,512,512,JPEG
train/glioma/0423.jpg,train,glioma,512,512,JPEG
train/glioma/1188.jpg,train,glioma,512,512,JPEG
train/glioma/aug_131_1346.jpg,train,glioma,512,512,JPEG
train/glioma/1190.jpg,train,glioma,512,512,JPEG
train/glioma/aug_136_0166.jpg,train,glioma,512,512,JPEG
train/glioma/1220.jpg,train,glioma,512,512,JPEG
train/glioma/0646.jpg,train,glioma,512,512,JPEG
train/glioma/0196.jpg,train,glioma,512,512,JPEG
train/glioma/aug_178_1309.jpg,train,glioma,512,512,JPEG
train/glioma/0868.jpg,train,glioma,512,512,JPEG
train/glioma/1219.jpg,train,glioma,512,512,JPEG
train/glioma/0080.jpg,train,glioma,512,512,JPEG
train/glioma/0243.jpg,train,glioma,512,512,JPEG
train/glioma/1603.jpg,train,glioma,512,512,JPEG
train/glioma/1599.jpg,train,glioma,512,512,JPEG
train/glioma/0577.jpg,train,glioma,512,512,JPEG
train/glioma/1525.jpg,train,glioma,512,512,JPEG
train/glioma/0663.jpg,train,glioma,512,512,JPEG
train/glioma/1125.jpg,train,glioma,512,512,JPEG
